time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.524703,-0.393082576896,-0.190980608092,-0.718286503927,0.956437021247,0.884723419413,1.06956810435,-0.344762182077,17.8170146942,0.875136039489,-0.343611696486,0.100859236803,1.01702926237,-0.115432054288,0.915019539974,0.321368975062,100.0
0.525153,-0.393082576896,-0.190980608092,-0.718286503927,0.956437021247,0.884723419413,1.06956810435,-0.344762182077,17.8170146942,0.875136039489,-0.343611696486,0.100859236803,1.01702926237,-0.115432054288,0.915019539974,0.321368975062,100.0
0.535315,-0.39384956729,-0.190597112895,-0.719053494321,0.95605352605,0.883572933822,1.07033509475,-0.345145677274,17.8170146942,0.874369049095,-0.343611696486,0.100475741606,1.01702926237,-0.115432054288,0.915786530368,0.322135965456,100.0
0.545211,-0.394233062487,-0.190597112895,-0.719053494321,0.956437021247,0.883956429019,1.07033509475,-0.345912667668,17.8170146942,0.874752544292,-0.34437868688,0.100475741606,1.01702926237,-0.115048559091,0.915019539974,0.322135965456,100.0
0.555307,-0.39384956729,-0.190980608092,-0.71790300873,0.955670030853,0.884339924216,1.07071858994,-0.345912667668,17.8170146942,0.874369049095,-0.343995191683,0.10009224641,1.01664576717,-0.115048559091,0.915019539974,0.321752470259,100.0
0.565204,-0.394616557684,-0.190980608092,-0.719436989518,0.955670030853,0.884339924216,1.06918460916,-0.346296162865,17.8170146942,0.874369049095,-0.343611696486,0.100475741606,1.01664576717,-0.115048559091,0.915019539974,0.322519460653,100.0
0.575258,-0.393082576896,-0.190980608092,-0.719053494321,0.95720401164,0.883956429019,1.06956810435,-0.346296162865,17.8170146942,0.874369049095,-0.343995191683,0.100859236803,1.01664576717,-0.115432054288,0.915019539974,0.321752470259,100.0
0.585237,-0.393466072093,-0.190597112895,-0.718669999124,0.955286535656,0.884723419413,1.06995159955,-0.345145677274,17.8170146942,0.873602058701,-0.34437868688,0.100859236803,1.01626227197,-0.115048559091,0.915403035171,0.321752470259,100.0
0.595221,-0.39384956729,-0.190213617698,-0.719436989518,0.95605352605,0.883956429019,1.06995159955,-0.345145677274,17.8170146942,0.874752544292,-0.343995191683,0.100859236803,1.01664576717,-0.115432054288,0.915403035171,0.322519460653,100.0
0.605184,-0.393082576896,-0.190597112895,-0.719820484715,0.95605352605,0.883956429019,1.06995159955,-0.34437868688,17.8170146942,0.874752544292,-0.343995191683,0.100475741606,1.01664576717,-0.114665063894,0.915786530368,0.322519460653,100.0
0.615285,-0.392699081699,-0.190980608092,-0.719053494321,0.955286535656,0.884723419413,1.06956810435,-0.346296162865,17.8170146942,0.874752544292,-0.343995191683,0.100475741606,1.01741275757,-0.115048559091,0.915403035171,0.322519460653,100.0
0.625200,-0.393466072093,-0.190980608092,-0.719436989518,0.955286535656,0.883956429019,1.06956810435,-0.345145677274,17.8170146942,0.873985553898,-0.343611696486,0.101242732,1.01664576717,-0.114665063894,0.915403035171,0.321368975062,100.0
0.635314,-0.393466072093,-0.190597112895,-0.717519513533,0.95605352605,0.884339924216,1.06956810435,-0.345912667668,17.8170146942,0.873985553898,-0.343995191683,0.10009224641,1.01664576717,-0.115815549485,0.915019539974,0.322135965456,100.0
0.645266,-0.392699081699,-0.190597112895,-0.719820484715,0.956437021247,0.884339924216,1.06995159955,-0.345912667668,17.8170146942,0.874369049095,-0.343611696486,0.101242732,1.01664576717,-0.114665063894,0.915019539974,0.322135965456,100.0
0.655219,-0.392699081699,-0.190213617698,-0.719053494321,0.956437021247,0.884339924216,1.06956810435,-0.344762182077,17.8170146942,0.874369049095,-0.343995191683,0.10009224641,1.01626227197,-0.116199044682,0.915019539974,0.322135965456,100.0
0.665197,-0.393466072093,-0.190597112895,-0.71790300873,0.95605352605,0.885490409807,1.07071858994,-0.34437868688,17.8170146942,0.875136039489,-0.34437868688,0.100859236803,1.01664576717,-0.115815549485,0.915019539974,0.321752470259,100.0
0.675180,-0.393082576896,-0.190213617698,-0.719436989518,0.95605352605,0.883956429019,1.07033509475,-0.344762182077,17.8170146942,0.875136039489,-0.34437868688,0.100475741606,1.01626227197,-0.115432054288,0.915786530368,0.321752470259,100.0
0.685241,-0.392315586502,-0.190213617698,-0.719820484715,0.95605352605,0.884723419413,1.07033509475,-0.345912667668,17.8170146942,0.874369049095,-0.343611696486,0.100859236803,1.01702926237,-0.116199044682,0.915403035171,0.322519460653,100.0
0.695325,-0.39384956729,-0.190213617698,-0.719820484715,0.95605352605,0.883956429019,1.06995159955,-0.345912667668,17.8170146942,0.874369049095,-0.343995191683,0.10009224641,1.01664576717,-0.115432054288,0.915019539974,0.322135965456,100.0
